day,baseline,maximin
1,7.831415707853927,7.888444222111056
2,8.724500000000003,9.0305
3,9.5395,9.9595
4,10.3185,10.1295
5,10.4765,10.3415
6,10.4935,10.3585
7,11.0175,10.8795
8,11.9405,11.3915
9,13.0445,11.979999999999999
10,13.425617750882502,12.546788062721294
11,13.790216843166919,13.003540718259988
12,14.109430156328793,13.44815376833586
13,14.7523953605648,13.868487607486088
14,15.667675239536054,14.419322205361658
15,16.56782652546646,14.983308042488616
16,16.81509625126646,15.537093495934956
17,17.21023302938196,15.970020325203249
18,17.67527862208713,16.314532520325198
19,18.280141843971627,16.960873983739834
20,18.945795339412353,17.668191056910565
21,19.6796756208819,18.115012722646302
22,19.862016293279016,18.49592252803261
23,20.114562118126265,18.936289500509677
24,20.39765784114052,19.42252803261977
25,20.86099796334011,19.979102956167168
26,21.36405295315681,20.471457696228327
27,22.15204081632652,20.85874553799081
28,22.28329918032786,21.27462991322102
29,22.426741803278677,21.763144461459916
30,22.637807377049167,22.11995916283817
31,22.99026639344261,22.599285349668186
32,23.318135245901626,22.848902501276147
33,24.017507723995866,23.157894736842092
34,24.007755946225423,23.440634595701113
35,24.121509824198537,23.761003070624344
36,24.250775594622528,24.188843398157612
37,24.41416752843845,24.36182190378709
38,24.645811789038245,24.57164790174
39,25.041580041580023,24.927655207798853
40,25.016162669447322,25.07285787583374
41,25.045359749739294,25.365828630066684
42,25.190302398331575,25.58799384299639
43,25.288321167883193,25.77937403796817
44,25.433263816475474,25.930733709594644
45,25.907456372289772,26.159732922444768
46,25.77205100956427,26.353213367609232
47,25.69341126461209,26.4020565552699
48,25.688097768331538,26.6020565552699
49,25.682784272050988,26.712596401028254
50,25.747608926673728,26.604113110539824
