day,baseline,maximin
1,0.0,0.0
2,0.0555,0.09
3,0.258,0.328
4,0.447,0.533
5,0.6515,0.7365
6,0.835,0.9095
7,1.009,1.061
8,1.186,1.286
9,1.405,1.502
10,1.6891447368421053,1.6832139201637666
11,1.855263157894737,1.8623336745138177
12,2.026864035087719,2.0506653019447287
13,2.2088815789473686,2.2256908904810646
14,2.400219298245614,2.437052200614125
15,2.62390350877193,2.63050153531218
16,2.9007220216606497,2.837123215230037
17,3.0499398315282793,3.0031729243786356
18,3.2063778580024067,3.1813855103120043
19,3.3543922984356196,3.3590692755156004
20,3.5511432009626955,3.5483870967741935
21,3.7813839559093694,3.726165254237288
22,4.074374577417173,3.9349726775956286
23,4.194726166328601,4.1245901639344265
24,4.3434753211629475,4.2918032786885245
25,4.489519945909398,4.4595628415300546
26,4.665990534144693,4.644262295081967
27,4.938115330520394,4.833148558758315
28,5.20951650038373,5.047289504036909
29,5.336914811972371,5.220876585928489
30,5.474290099769762,5.399653979238754
31,5.621642363775901,5.563437139561707
32,5.798925556408289,5.738177623990773
33,6.071774193548387,5.909465020576132
34,6.34476693051891,6.122935779816514
35,6.454705364995602,6.298470948012232
36,6.599824098504837,6.463608562691132
37,6.773966578715919,6.629357798165137
38,6.921723834652594,6.812844036697248
39,7.222851746931067,7.008827238335435
40,7.439363817097416,7.277076411960133
41,7.5516898608349905,7.440531561461794
42,7.666998011928429,7.596677740863788
43,7.800198807157058,7.7574750830564785
44,7.9473161033797215,7.935548172757475
45,8.224598930481283,8.131868131868131
46,8.43566591422122,8.376989869753979
47,8.527088036117382,8.539797395079594
48,8.660270880361173,8.697539797395079
49,8.834085778781038,8.860347322720695
50,8.952595936794582,9.011577424023155
