,reward,numerosity,fitness
0,6.6,18,75.6
1,1.7000000000000002,3,0.48
2,1.5,3,6.6
3,27.5,55,166.65000000000003
4,1.1,9,11.76
5,1.1,3,1.8
6,1.6,4,7.2
7,36.0,72,388.8000000000001
8,43.19999999999999,72,267.29999999999995
9,34.19999999999999,54,45.360000000000014
10,7.700000000000001,33,14.520000000000001
11,7.2,24,32.4
12,13.2,36,85.86
13,45.0,90,218.70000000000007
14,12.5,25,105.75
15,9.0,18,43.2
16,1.5,3,3.0
17,5.5,15,12.6
18,2.5,5,23.04
19,9.6,24,21.6
20,6.6,18,30.24
21,11.4,18,20.16
22,14.0,28,92.4
23,19.5,39,46.80000000000001
24,0.49999999999999994,5,1.1400000000000001
25,12.099999999999998,33,27.72
26,36.0,72,86.39999999999998
27,0.19999999999999996,8,2.46
28,1.1999999999999995,36,17.279999999999998
29,24.0,48,93.59999999999998
30,15.6,36,453.6
31,14.399999999999997,48,120.96
32,24.0,48,79.19999999999999
33,2.1,5,11.91
34,8.400000000000002,70,132.3
35,0.49999999999999994,5,1.1400000000000001
36,0.6,4,1.26
37,9.1,39,7.799999999999998
38,6.6,18,12.96
39,30.0,60,198.0
40,7.699999999999999,21,32.76
41,22.0,44,133.65000000000003
42,-7.216449660063518e-16,52,9.36
43,7.699999999999999,21,30.240000000000002
44,0.09999999999999998,9,1.56
45,11.2,28,103.94999999999999
46,22.0,44,72.6
47,14.299999999999997,39,23.400000000000006
48,26.0,52,200.06999999999994
49,18.0,36,21.600000000000005
50,9.900000000000002,33,7.919999999999998
51,7.699999999999999,21,27.720000000000002
52,7.699999999999999,21,17.64
53,11.899999999999997,51,36.72
54,2.0,4,4.8
55,9.6,24,41.76
56,27.0,54,43.19999999999999
57,12.099999999999998,33,39.60000000000001
58,1.1,3,3.24
59,0.3999999999999999,6,0.72
60,12.6,30,322.56
61,4.9,21,15.120000000000001
62,2.0,4,4.8
63,1.1,3,7.56
64,11.4,18,35.28
65,25.5,51,51.0
66,1.7999999999999998,12,29.52
67,10.5,21,10.079999999999998
68,0.49999999999999994,5,1.1400000000000001
69,1.8000000000000003,6,24.48
70,17.5,35,158.97
71,1.5,5,1.74
72,13.199999999999998,36,95.04
73,1.1,3,1.8
74,2.0,4,22.95
75,1.0,8,6.3
76,0.6000000000000001,14,12.540000000000001
77,14.299999999999997,39,56.160000000000004
78,17.5,35,119.69999999999999
79,0.4,6,0.6299999999999999
80,14.0,28,56.7
81,19.2,48,61.91999999999999
82,2.0,4,27.0
83,13.199999999999998,36,12.96
84,25.5,51,81.59999999999998
85,0.5,5,2.16
86,9.0,18,10.8
87,2.1,5,63.36
88,7.5,15,12.0
