day,baseline,maximin
1,0.0,0.0
2,0.42932489451476785,0.2328947368421055
3,0.41132075471698115,0.18302990897269167
4,0.3836453458138325,0.1875478927203067
5,0.3320969337289811,0.1489611674499134
6,0.2646857923497268,0.1057425399028451
7,0.17135282776349614,0.056023932553712186
8,0.10146858346759191,0.05588436148417952
9,0.08601099249550792,0.05432231566594936
10,0.10231784400571797,0.05242340825209668
11,0.1141974106329009,0.05251268858025293
12,0.10764068217898215,0.04941893380107909
13,0.08880252478657469,0.038868485937764374
14,0.0720495368064007,0.0390624105107662
15,0.068400494298831,0.038376747680842094
16,0.07293889742261794,0.03813913926837342
17,0.07743466859249803,0.038630984327072904
18,0.07357821004048515,0.035334336196491956
19,0.06340409260657398,0.031930323686095274
20,0.05766025658830598,0.03231883594401053
21,0.056694385660644775,0.032658306993284425
22,0.059883134985042163,0.029028387919627363
23,0.061238929758390404,0.030756750731321336
24,0.05791797804862364,0.028862858511463196
25,0.05090687640140912,0.026740333194798405
26,0.04627000029479711,0.026275664578682134
27,0.04907492324237728,0.027301597964782376
28,0.05130023827194452,0.02487969285025593
29,0.05245114483179636,0.025013670705122504
30,0.04917168822984963,0.024940819855683527
31,0.04488949320928204,0.02333966583295033
32,0.04156177013746998,0.023057898045762748
33,0.044453611787123926,0.022350565609847717
34,0.046776062233407245,0.021046589748697553
35,0.04752096714253429,0.021555831201662823
36,0.04443806360907576,0.02067711292088159
37,0.04178818379398885,0.02023862129623244
38,0.03915849205956312,0.020380866736199987
39,0.042016553289604186,0.021029416736042972
40,0.042039691794346634,0.020708989643987374
41,0.04285271892022435,0.020356404959139818
42,0.039991342223826054,0.019568143260698223
43,0.036267187807470735,0.01925978964104358
44,0.034302559691789414,0.019700264381303345
45,0.03652254273001132,0.01929575140584583
46,0.0351282537091373,0.01846286389003482
47,0.03512558579879799,0.01844906293868065
48,0.03226232597806744,0.017764346082306037
49,0.030820277298727605,0.017368581088778923
50,0.027699270296502654,0.016612122715964128
