day,baseline,rawlsian
1,7.177088544272136,7.147073536768384
2,6.7475000000000005,6.7235000000000005
3,6.959500000000001,6.641500000000001
4,7.0395,6.7695
5,7.092500000000001,6.918500000000001
6,7.160500000000001,6.944500000000001
7,7.168500000000001,6.688500000000001
8,7.191500000000001,6.570500000000001
9,7.201520912547529,6.223229461756375
10,7.4596513879922535,6.578385590393597
11,7.575209812782441,6.867244829886593
12,7.64041316978696,6.775850567044698
13,7.620400258231118,6.800533689126087
14,7.453195610071015,6.733155436957975
15,7.313475177304965,6.220454545454547
16,7.75473321858864,6.556344276841173
17,7.926850258175559,6.738243123336294
18,7.902753872633391,6.792369121561671
19,7.832185886402754,6.777284826974271
20,7.746977547495682,6.493309545049066
21,7.760806916426513,6.138276553106215
22,8.163841807909604,6.669039145907477
23,8.390960451977401,6.800711743772245
24,8.238418079096045,7.017793594306053
25,8.153672316384181,6.950177935943064
26,8.124004550625711,6.666666666666671
27,7.915129151291513,6.115436241610742
28,8.471988795518207,6.424336973478943
29,8.480392156862745,6.585023400936041
30,8.354341736694678,6.586583463338537
31,8.203081232492996,6.62558502340094
32,8.15155807365439,6.500802568218304
33,7.992378048780488,5.97686832740214
34,8.664912280701754,6.633540372670812
35,8.685964912280701,6.826086956521745
36,8.70701754385965,6.782608695652179
37,8.496491228070175,6.639751552795037
38,8.224820143884893,6.376623376623383
39,8.09197651663405,6.087470449172582
40,8.590413943355118,6.550000000000006
41,8.479302832244008,7.000000000000006
42,8.498910675381262,7.033333333333339
43,8.466230936819171,6.900000000000007
44,8.187637969094922,6.704871060171926
45,8.215311004784688,6.2483870967742
46,8.595687331536388,7.021276595744688
47,8.760107816711589,7.106382978723412
48,8.52021563342318,7.042553191489369
49,8.797843665768193,6.893617021276603
50,8.290055248618783,6.736059479553911
