day,baseline,rawlsian
1,0.010146393857258797,0.011341588753356162
2,0.06430425000000005,0.0476062500000001
3,0.0684419999999998,0.541532249999999
4,0.0992362499999999,0.3782340000000004
5,0.11447024999999965,0.243843
6,0.08402024999999998,0.2281589999999999
7,0.06584700000000003,0.3925229999999995
8,0.08186999999999954,0.6542002499999988
9,0.12056512928362628,1.4506183246300364
10,0.1447098671710146,1.2658685955190936
11,0.10397094941612484,0.9297338986497993
12,0.0935571002929481,0.9878807352555686
13,0.09077265534189528,0.9676831474485296
14,0.17360832974563176,1.1653986802854084
15,0.4815738544329838,2.2967956640572527
16,0.5801795823569654,2.4336622500549114
17,0.514591436806976,1.9627833078372303
18,0.47020834752829704,1.7432504887298796
19,0.5751382713050368,1.7535793608365708
20,0.7110188232625881,2.275677956633301
21,1.081287171772662,3.361821041328744
22,1.4378818347218207,3.310404961134354
23,1.1611222828689052,2.941181933697218
24,1.4342085607583999,2.6062275469324447
25,1.5660327492099932,2.7337504168724522
26,1.811439407054259,3.3117555993987793
27,2.5364035399788936,5.345564458959572
28,2.999364451663014,5.425629318464452
29,2.799349151425266,4.792453289395209
30,3.080355671680426,4.965021502576152
31,3.7646293811642195,4.4581302128840035
32,4.214423560080618,4.950778322873849
33,5.154980643017477,7.313738779098393
34,5.174764542936274,6.22717744942965
35,5.2241828254847515,5.571634324807398
36,5.810341643582625,5.2313825341100255
37,7.03841181902122,5.548178439617783
38,7.860105458096207,6.407426374813903
39,9.75368856208514,7.577412369214902
40,10.71637689207852,7.0741666666666285
41,10.913295456163558,5.67969907407404
42,9.764378372990416,5.4989583333333
43,10.444188132769414,5.595254629629591
44,11.15870143888016,5.659459056194417
45,11.969041890857694,7.647881168154441
46,12.073495542752488,6.3269956239625325
47,13.324292906909962,5.936132488305371
48,14.089588131443344,5.834917760675977
49,14.033202316170277,6.3727176701372725
50,16.015066141127406,6.775840065186071
