day,baseline,rawlsian
1.0,29.03551775887944,29.01450725362681
2.0,28.406000000000002,28.331000000000007
3.0,29.020000000000003,29.050000000000004
4.0,29.856,29.745
5.0,30.233000000000004,30.206000000000003
6.0,30.232000000000006,30.403000000000002
7.0,29.871000000000002,30.543000000000003
8.0,29.708000000000002,30.695
9.0,29.813168323494132,30.85870889485747
10.0,31.16817864619679,32.3253652058433
11.0,31.51430565247732,32.91102257636122
12.0,32.040474528960225,33.27357237715803
13.0,32.060013956734124,33.592297476759626
14.0,32.15073272854153,33.839309428950855
15.0,32.42333076345423,33.91752579061713
16.0,34.54906054279749,35.39153915391539
17.0,34.74608150470219,35.76057605760576
18.0,35.03448275862069,36.24302430243024
19.0,35.103448275862064,36.3042304230423
20.0,35.233770728822094,36.57970018628358
21.0,35.400136334141685,36.554688493596586
22.0,37.86645962732919,38.55670854633162
23.0,37.462732919254655,38.80882352941176
24.0,37.888198757763966,39.25
25.0,38.20186335403726,39.36764705882352
26.0,38.383816761020064,39.522843778454856
27.0,38.809964405240166,40.177497292998694
28.0,40.673866090712735,41.797147385103
29.0,41.053995680345565,41.80031695721077
30.0,41.18790496760258,41.68938193343897
31.0,41.50323974082072,41.96830427892233
32.0,41.473247108636464,42.29549325688848
33.0,41.73338632119024,42.67212613231084
34.0,43.71856287425148,44.15195071868581
35.0,44.497005988023936,44.02053388090347
36.0,44.73652694610776,44.6406570841889
37.0,44.92215568862274,44.55852156057493
38.0,44.780831413029226,44.81097950125123
39.0,45.48371926952502,45.28145110336009
40.0,46.96850393700785,47.13114754098358
41.0,47.50393700787399,47.049180327868825
42.0,47.661417322834616,47.377049180327845
43.0,48.03149606299209,46.88524590163932
44.0,47.92335315079324,47.398977537318245
45.0,47.33226571260052,48.22612825601537
46.0,49.50819672131144,49.46478873239433
47.0,49.77049180327865,49.26760563380278
48.0,49.93442622950816,49.80985915492954
49.0,50.06557377049177,49.95070422535208
50.0,50.28118151794805,49.760879511947095
