day,baseline,rawlsian
1.0,0.016921166936644874,0.014357353764426047
2.0,0.2217179999999999,0.2008342499999999
3.0,1.049006999999999,0.5891639999999995
4.0,1.179171,0.8176762499999993
5.0,1.2182722499999996,0.8284379999999995
6.0,1.4889149999999975,0.8573302499999996
7.0,1.9597402499999994,1.2850582499999996
8.0,2.7667949999999966,1.8382762499999992
9.0,3.8278018471391526,2.405632539310206
10.0,4.1757009655274455,2.689262868843348
11.0,4.749898343745687,3.0006402014782823
12.0,5.1096767501554625,3.5370377718872157
13.0,5.370364779163652,4.559349587043585
14.0,6.002258595005858,5.574772622656774
15.0,7.222420114837892,6.40117517070859
16.0,7.216427098905586,6.105040747099003
17.0,7.938732258265269,6.895568494743254
18.0,8.337313247052718,7.7738878298270775
19.0,8.788864758273453,8.943262733113984
20.0,10.397243597438559,9.588310667822562
21.0,11.226948304159464,10.036093993530882
22.0,11.552585259056338,9.843398213954828
23.0,11.543499961421217,11.159764273356373
24.0,12.60107634736311,12.020238610149917
25.0,13.507313085914854,12.663873269896166
26.0,15.06086356392423,13.101362176351785
27.0,18.00731631344953,14.754037959456253
28.0,17.00988482476473,13.880940122211838
29.0,17.721424273099142,15.668284940011668
30.0,19.170463080016184,15.743262147724115
31.0,20.843330892059893,17.729092000472125
32.0,22.021756627470484,19.064435040960095
33.0,24.30665748951276,20.419036490891692
34.0,23.21525511850543,19.83814495149023
35.0,24.799105382050204,20.80636592472028
36.0,24.939806016709028,21.38753378392617
37.0,26.27907060131226,23.731229629504636
38.0,27.15014400080878,25.823133909127268
39.0,33.73077661244034,26.984523165382626
40.0,32.140259780519465,24.511936755352423
41.0,32.36308822617635,27.79226014512219
42.0,33.876759253518394,29.388963540266854
43.0,35.0056420112839,30.79082683866333
44.0,39.33456698206503,31.847447124945464
45.0,39.465658689240335,33.94947991135952
46.0,38.705365941055135,32.39654830390785
47.0,41.45050613634313,33.490378893076645
48.0,40.81797007972754,34.25045873834545
49.0,42.117979037892894,36.069145506843746
50.0,47.29274542620286,36.964635166217306
