day,baseline,rawlsian
1.0,7.435217608804402,7.420210105052527
2.0,7.806500000000001,7.629500000000001
3.0,8.6785,7.9015
4.0,9.0165,8.2545
5.0,9.1325,8.3315
6.0,9.3235,8.5555
7.0,9.4905,9.0105
8.0,9.7625,9.3635
9.0,10.119341563786008,9.659504132231405
10.0,10.385903698534541,10.144090305444886
11.0,10.746685275645497,10.407038512616202
12.0,11.073970690858339,10.737715803452854
13.0,11.14166085136078,11.267596281540502
14.0,11.326587578506627,11.634130146082335
15.0,11.722961730449247,11.87387387387387
16.0,12.21816283924843,12.171917191719169
17.0,12.517241379310342,12.53285328532853
18.0,12.733542319749212,12.888388838883886
19.0,12.799373040752346,13.227722772277225
20.0,13.211297071129701,13.433333333333328
21.0,13.373096446700503,13.430612244897954
22.0,14.006211180124218,14.011015911872699
23.0,13.956521739130428,14.367647058823522
24.0,14.326086956521731,14.661764705882346
25.0,14.630434782608686,14.860294117647053
26.0,14.94357366771159,14.922318125770644
27.0,15.465930018416197,15.363380281690134
28.0,15.688984881209494,15.629160063391433
29.0,15.93304535637148,15.96988906497622
30.0,16.241900647948153,15.949286846275742
31.0,16.615550755939513,16.375594294770195
32.0,16.76086956521738,16.622792937399666
33.0,17.0631313131313,16.967332123411964
34.0,17.36526946107783,17.305954825462
35.0,17.78443113772454,17.47638603696097
36.0,17.88023952095807,17.671457905544134
37.0,18.137724550898188,18.03901437371662
38.0,18.271903323262823,18.28870292887028
39.0,19.21724137931033,18.62801932367148
40.0,19.307086614173212,18.852459016393425
41.0,19.51181102362203,19.327868852458998
42.0,19.78740157480313,19.57377049180326
43.0,20.039370078740138,19.63934426229506
44.0,20.438247011952175,19.933884297520642
45.0,20.199999999999978,20.30379746835441
46.0,20.557377049180307,20.45774647887322
47.0,21.06557377049178,20.53521126760561
48.0,21.147540983606536,20.781690140845047
49.0,21.360655737704896,21.028169014084483
50.0,21.95530726256981,21.085714285714264
