,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
81,1,1,22,1,4,0,1.0999999999999996,16.999999999999996,0,0.8,15,5
82,3,1,22,0,2,1,0.0,0.0,0,-1.0,12,2
210,0,2,32,0,5,0,0.6000000000000005,6.000000000000005,0,0.0,15,5
211,3,2,33,1,4,0,0.0,5.000000000000004,0,-0.1999999999999999,14,5
318,0,3,27,0,5,0,1.1,11.0,1,0.8,16,5
319,3,3,27,0,3,0,0.0,0.0,1,-1.1,14,3
400,2,4,21,0,3,0,0.5000000000000001,5.000000000000001,0,0.0,10,3
401,1,4,21,0,2,0,0.0,0.0,1,-1.1,10,2
600,3,5,50,0,9,1,1.1999999999999988,11.999999999999988,0,1.0,18,9
601,2,5,50,0,10,1,1.799999999999998,17.99999999999998,0,1.0,20,10
659,0,6,15,0,3,0,1.1,11.0,0,0.0,6,3
660,2,6,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,10,2
695,1,7,9,0,2,0,1.0999999999999996,10.999999999999996,0,0.0,6,2
696,2,7,9,1,0,0,0.0,5.000000000000001,0,-1.0,7,1
895,1,8,50,0,9,0,1.1999999999999986,11.999999999999986,0,1.0,19,9
896,3,8,50,0,8,1,0.6000000000000005,6.000000000000005,0,1.0,20,8
1095,0,9,50,0,8,2,0.5999999999999996,5.9999999999999964,3,0.9,24,8
1096,3,9,50,0,9,3,1.2000000000000002,12.000000000000002,0,1.0,24,9
1178,0,10,21,0,3,2,0.5000000000000001,5.000000000000001,3,0.5,8,3
1179,3,10,21,0,2,0,0.0,0.0,1,-1.1,10,2
1261,2,11,21,1,5,0,1.6999999999999988,22.99999999999999,0,0.8,9,6
1262,3,11,21,0,2,1,0.0,0.0,3,-1.1,14,2
1343,1,12,21,0,4,0,1.1,11.0,0,0.0,13,4
1344,0,12,21,0,2,1,0.0,0.0,3,-1.1,15,2
1378,3,13,9,0,1,0,0.5000000000000001,5.000000000000001,1,0.8,8,1
1379,1,13,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,6,1
1578,0,14,50,0,9,0,1.1999999999999993,11.999999999999991,0,1.0,17,9
1579,3,14,50,0,8,0,0.600000000000001,6.00000000000001,0,1.0,24,8
1778,1,15,50,0,10,0,1.7999999999999967,17.999999999999964,0,1.0,16,10
1779,3,15,50,0,8,1,0.6000000000000006,6.000000000000006,1,1.8,23,8
1883,1,16,26,0,3,0,4.718447854656915e-16,4.718447854656915e-15,0,0.0,16,3
1884,1,16,27,0,3,0,0.0,0.0,0,-1.0,16,3
1967,1,17,21,0,3,0,0.5000000000000002,5.000000000000002,4,-0.1,14,3
1968,3,17,21,0,2,1,0.0,0.0,0,-1.0,15,2
2073,2,18,27,0,6,0,1.6999999999999984,16.999999999999982,0,0.0,10,6
2074,1,18,27,0,3,0,0.0,0.0,2,-1.1,17,3
2130,2,19,14,0,2,0,0.6000000000000001,6.000000000000001,0,0.0,5,2
2131,1,19,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,9,2
2330,0,20,50,0,9,4,1.1999999999999988,11.999999999999988,3,1.5,19,9
2331,3,20,50,1,8,1,0.6000000000000005,12.000000000000004,0,1.8,22,9
2412,0,21,21,0,4,1,1.1,11.0,1,0.8,9,4
2413,1,21,21,0,2,0,0.0,0.0,0,-1.0,6,2
2493,0,22,20,1,3,1,0.6000000000000001,12.000000000000002,0,0.8,12,4
2494,3,22,21,0,2,1,0.0,0.0,1,-1.1,11,2
2550,0,23,14,0,2,0,0.6000000000000001,6.000000000000001,0,0.0,5,2
2551,3,23,15,0,1,0,0.0,0.0,0,-1.0,10,1
2610,2,24,15,0,2,0,0.5000000000000003,5.000000000000003,0,0.0,7,2
2611,3,24,15,0,1,1,0.0,0.0,0,-1.0,9,1
2810,3,25,50,1,8,1,0.6000000000000001,12.000000000000002,0,1.8,18,9
2811,0,25,50,1,8,2,0.6,11.999999999999998,0,1.8,19,9
2843,1,26,8,1,0,0,1.3877787807814454e-16,6.000000000000001,0,0.8,7,1
2844,1,26,9,1,0,0,0.0,5.000000000000001,0,-1.0,8,1
2900,0,27,14,0,2,1,0.6000000000000001,6.000000000000001,0,0.0,9,2
2901,3,27,15,0,1,0,0.0,0.0,1,-1.1,11,1
3030,1,28,33,0,6,0,1.0999999999999988,10.999999999999988,0,0.0,14,6
3031,3,28,33,0,4,1,0.0,0.0,0,-1.0,20,4
3230,0,29,50,1,8,2,0.5999999999999986,11.999999999999986,0,1.8,20,9
3231,3,29,50,0,9,0,1.2000000000000006,12.000000000000004,0,1.0,19,9
3287,3,30,14,0,1,0,2.498001805406602e-16,2.4980018054066026e-15,0,0.0,9,1
3288,3,30,15,0,1,0,0.0,0.0,0,-1.0,9,1
3322,1,31,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,9,1
3323,3,31,9,0,0,0,0.0,0.0,1,-1.1,8,0
3380,0,32,15,0,3,0,1.1,11.0,1,0.8,9,3
3381,3,32,15,0,1,0,0.0,0.0,1,-1.1,10,1
3416,0,33,9,1,1,0,0.5000000000000002,11.0,0,0.8,6,2
3417,1,33,9,1,0,0,0.0,5.000000000000001,0,-0.1999999999999999,5,1
3545,1,34,32,0,6,0,1.199999999999998,11.99999999999998,0,0.0,13,6
3546,3,34,33,0,4,0,0.0,0.0,1,-1.1,16,4
3650,0,35,26,0,3,1,3.6082248300317592e-16,3.608224830031759e-15,0,0.0,14,3
3651,0,35,27,0,3,1,0.0,0.0,3,-1.1,15,3
3733,0,36,21,0,3,1,0.5000000000000001,5.000000000000001,0,0.0,11,3
3734,1,36,21,0,2,0,0.0,0.0,3,-1.1,15,2
3933,3,37,50,1,7,0,5.828670879282072e-16,6.000000000000005,0,1.8,19,8
3934,0,37,50,0,9,2,1.1999999999999986,11.999999999999986,1,0.9,18,9
4063,2,38,33,0,7,0,1.699999999999998,16.99999999999998,2,-0.1,11,7
4064,1,38,33,1,4,0,0.0,5.000000000000003,0,-0.1999999999999999,17,5
4147,0,39,21,1,3,0,0.5000000000000003,11.000000000000002,0,0.8,8,4
4148,3,39,21,0,2,0,0.0,0.0,1,-1.1,11,2
4183,2,40,9,1,1,0,0.5000000000000001,11.0,0,0.8,7,2
4184,3,40,9,1,0,1,0.0,5.000000000000001,0,-0.1999999999999999,6,1
4267,1,41,21,0,3,0,0.5000000000000006,5.000000000000005,0,0.0,9,3
4268,3,41,21,0,2,0,0.0,0.0,2,-1.1,8,2
4301,3,42,9,0,1,0,0.5000000000000002,5.000000000000002,0,0.0,7,1
4302,2,42,9,1,0,0,0.0,5.000000000000001,0,-1.0,7,1
4501,0,43,50,0,8,1,0.6000000000000008,6.000000000000007,0,1.0,21,8
4502,3,43,50,1,8,0,0.6000000000000005,12.000000000000004,0,1.8,17,9
4583,0,44,21,0,3,1,0.5000000000000002,5.000000000000002,0,0.0,14,3
4584,3,44,21,0,2,1,0.0,0.0,4,-1.1,11,2
4783,2,45,50,0,11,0,2.399999999999998,23.99999999999998,0,1.0,24,11
4784,0,45,50,0,8,2,0.5999999999999993,5.999999999999993,0,1.0,20,8
4816,3,46,8,0,0,0,1.3877787807814454e-16,1.3877787807814457e-15,0,0.0,6,0
4817,0,46,9,0,0,1,0.0,0.0,3,-1.1,6,0
5015,3,47,50,1,9,1,1.1999999999999993,17.999999999999993,0,1.8,20,10
5016,0,47,50,0,7,2,0.0,0.0,4,-0.1,24,7
5145,2,48,33,0,7,0,1.6999999999999984,16.999999999999982,0,0.0,13,7
5146,3,48,33,1,4,2,0.0,5.000000000000001,0,-0.1999999999999999,15,5
5205,3,49,15,0,2,0,0.5000000000000002,5.000000000000002,0,0.0,8,2
5206,1,49,15,1,1,0,0.0,5.000000000000001,0,-0.1999999999999999,10,2
5264,2,50,15,0,2,0,0.5000000000000003,5.000000000000003,3,-0.1,5,2
5265,1,50,15,1,1,0,0.0,5.000000000000002,0,-0.1999999999999999,4,2
5322,2,51,15,0,3,0,1.0999999999999994,10.999999999999991,0,0.0,8,3
5323,3,51,15,0,1,0,0.0,0.0,1,-1.1,11,1
