day,baseline,rawlsian
1.0,0.008399090313910396,0.00749999999999984
2.0,0.02603323241568667,0.030046592072288103
3.0,0.06528256374913854,0.04874354561101546
4.0,0.06541398713826352,0.0564044377206252
5.0,0.06591307511659439,0.055518771105078635
6.0,0.07114977507277054,0.058143933164490624
7.0,0.08227879883499045,0.07167763480994016
8.0,0.1007809344284365,0.08456589021013183
9.0,0.11857711809583948,0.09573837712874989
10.0,0.12217893605588381,0.09684277556386323
11.0,0.12841009743135512,0.10083931886046349
12.0,0.1294049745175765,0.10713430453003392
13.0,0.13219929476296177,0.11768135995255968
14.0,0.13941222434450418,0.12877241866488753
15.0,0.15278643409924153,0.1383066430887132
16.0,0.14443470904586375,0.12802644964394694
17.0,0.1502165283291228,0.13376541656179208
18.0,0.15166428060128823,0.13921174191625685
19.0,0.15632255759957125,0.1485719244310013
20.0,0.1686994804233608,0.15185485039746704
21.0,0.17541565617178057,0.15719640042216776
22.0,0.1681087509226602,0.14727523527040454
23.0,0.1684282516786868,0.15545661235316377
24.0,0.172745901639344,0.1604533533158483
25.0,0.17614421591740492,0.16361598804632016
26.0,0.1844872189839597,0.16769204604391286
27.0,0.20006999985864926,0.17517118774435403
28.0,0.18526975361087494,0.1637408053385907
29.0,0.18797348484848464,0.17322565969062786
30.0,0.19546407970634472,0.17374363263133863
31.0,0.20123855120732714,0.18369080885129496
32.0,0.2063464470582277,0.19015098838006472
33.0,0.2150219204189585,0.19214098158807347
34.0,0.20206136145733455,0.18242489070784074
35.0,0.2061970125151391,0.18562832353764303
36.0,0.2042899210279745,0.18739650413983422
37.0,0.20734470807784544,0.19672811059907835
38.0,0.2117940281314734,0.20712299423681424
39.0,0.23256206303367732,0.20794326039240119
40.0,0.2201592623637887,0.1887826086956521
41.0,0.21817503729487786,0.20034843205574893
42.0,0.22166694201222525,0.2058823529411764
43.0,0.22352459016393422,0.21311188811188786
44.0,0.23854479713905286,0.21261443999970941
45.0,0.24225275210173858,0.21954162134417077
46.0,0.23311258278145663,0.20842824601366727
47.0,0.23847167325428176,0.21312178387650094
48.0,0.23555482600131294,0.21260426975823532
49.0,0.23722986247544164,0.21771464824474807
50.0,0.25033332105631434,0.22093164922432806
