day,baseline,rawlsian
8,72.41453042340154,35.307135139801545
9,81.71093916905693,26.49827388360295
10,,
14,131.31496222946768,2.556882747933888
15,119.50168159285971,11.008957265464598
19,161.99999999999997,1.5777218104420236e-29
20,123.24639308290725,10.71217699013503
21,108.48511621802139,14.438821683411529
25,449.9999999999997,9.183673469387788
26,161.4986463353931,59.50413223140504
27,175.82780579416976,1.1606034052720131
31,95.21999999999986,117.4052768166092
32,190.92878892733535,72.32178730867355
33,166.47693895266414,0.17769970414201852
37,1.9999999999999716,123.12426035502983
38,302.90808888888847,63.82095971027631
39,185.5257972577574,30.100841551610927
43,,190.96163265306154
44,217.0520468542443,100.77392007373028
45,338.6669953977639,12.31024943310669
49,544.4999999999998,121.68000000000029
50,361.0303303648372,0.17914003367310533
