day,baseline,rawlsian
1.0,7.564282141070535,7.576288144072036
2.0,8.0495,7.800500000000001
3.0,9.0355,8.1745
4.0,9.3855,8.5635
5.0,9.5555,8.6045
6.0,9.8815,8.8045
7.0,10.1355,9.2325
8.0,10.4525,9.7505
9.0,10.971956660293179,9.966783216783217
10.0,11.459071729957804,10.468468468468467
11.0,11.71983122362869,10.815315315315313
12.0,11.874261603375526,11.117117117117116
13.0,12.119831223628688,11.549549549549548
14.0,12.446413502109701,11.92342342342342
15.0,13.026548672566367,11.979779411764703
16.0,13.329635499207605,12.407317073170729
17.0,13.717908082408872,12.695121951219507
18.0,13.944532488114099,12.99024390243902
19.0,14.304278922345478,13.2780487804878
20.0,14.631999999999994,13.796319018404903
21.0,14.868200836820076,13.841246290801182
22.0,15.30277777777777,14.344045368620032
23.0,15.436111111111103,14.580340264650276
24.0,15.519444444444437,14.964083175803395
25.0,15.902777777777768,15.359168241965964
26.0,16.54061624649859,15.648183556405344
27.0,16.66187050359711,16.04587155963302
28.0,17.633333333333322,16.05157593123208
29.0,17.66190476190475,16.15186246418337
30.0,18.319047619047605,16.802292263610305
31.0,18.57619047619046,17.040114613180506
32.0,18.878640776699015,17.436950146627552
33.0,19.562130177514778,17.821052631578933
34.0,19.66165413533833,18.39473684210525
35.0,20.285714285714267,18.499999999999986
36.0,20.774436090225546,18.605263157894722
37.0,20.812030075187952,18.894736842105246
38.0,20.961538461538446,18.958904109589025
39.0,21.77450980392155,19.45595854922278
40.0,22.095890410958884,19.763975155279482
41.0,22.328767123287648,20.06832298136644
42.0,23.054794520547922,20.074534161490664
43.0,23.123287671232855,20.565217391304326
44.0,23.253521126760543,21.265822784810105
45.0,23.574074074074048,21.78260869565215
46.0,23.088888888888864,21.99999999999998
47.0,22.75555555555553,22.15199999999998
48.0,23.488888888888862,22.639999999999976
49.0,23.55555555555553,22.791999999999973
50.0,24.56818181818179,22.809917355371873
