day,baseline,rawlsian
1.0,0.04819518313433857,0.04732356173084042
2.0,0.4739602499999993,0.38109824999999997
3.0,1.6056682500000001,1.0073219999999987
4.0,2.1289229999999995,1.6769039999999986
5.0,2.45400225,1.9588882499999982
6.0,3.1083142499999994,2.232386999999999
7.0,4.185998249999997,2.552318249999999
8.0,5.341973999999998,3.2436419999999995
9.0,7.052261114241865,3.837160530697543
10.0,6.912345243817758,3.8356223782065233
11.0,7.674366287453926,4.871822836349856
12.0,8.143658601719803,5.564625436247053
13.0,9.29537360465736,6.594716337959575
14.0,11.035434492335613,7.859229161594016
15.0,13.301684659642666,8.082300857018945
16.0,12.057979058722465,7.336253718024975
17.0,13.63809112394231,8.315920582986301
18.0,14.334050798546288,9.494469066032112
19.0,15.919610408854682,10.585783759666848
20.0,17.842357327467983,12.490461384146345
21.0,19.25736393025347,12.96442170580181
22.0,17.96895833333329,12.340897152311465
23.0,18.505370370370333,13.34034683981258
24.0,18.904537037037,15.558638655522214
25.0,21.331388888888835,16.851258393158933
26.0,25.373133027236005,18.349341191105
27.0,27.425977461566177,20.71893444707126
28.0,28.06258503401354,17.63236755034847
29.0,28.57659863945571,18.716570471506756
30.0,32.54013605442169,21.31221418543357
31.0,33.311564625850245,22.97742218865194
32.0,35.739145661180146,25.603277402789782
33.0,40.88594823647802,27.45769406096257
34.0,38.25835264853855,26.206140350877124
35.0,43.513143761659656,27.38567636195745
36.0,47.274633953304196,28.68807710064628
37.0,49.41426875459312,30.330274699907566
38.0,51.55792742097384,30.717123312179893
39.0,56.8448603923475,33.79988840861586
40.0,55.03696753612295,31.38999267003577
41.0,57.31525614561813,33.50183249103033
42.0,60.785888534434044,33.76941476023291
43.0,63.96547194595592,36.6720805524477
44.0,67.79705484252638,41.59081967799788
45.0,70.05807202987374,44.383473456014265
46.0,58.47111111111092,43.051583999999885
47.0,55.94518518518501,43.974719999999884
48.0,62.49481481481461,47.933951999999856
49.0,61.2311111111109,49.17811199999983
50.0,70.97530353968413,50.94893906822339
