day,baseline,rawlsian
1.0,29.01450725362681,29.1255627813907
2.0,28.109,28.301000000000005
3.0,28.639000000000003,28.798000000000002
4.0,28.992000000000004,29.238000000000003
5.0,29.249000000000002,29.393000000000004
6.0,29.419000000000004,29.452
7.0,29.049000000000007,29.475000000000005
8.0,28.766000000000005,29.762000000000004
9.0,28.81578606606187,29.932112575223677
10.0,30.788185654008437,31.782695673918482
11.0,30.914767932489454,31.86936936936937
12.0,30.96540084388186,32.06306306306306
13.0,30.869198312236286,32.252252252252255
14.0,30.7831223628692,32.21171171171171
15.0,31.41678549045372,32.3930163291608
16.0,33.62599049128368,34.7390243902439
17.0,33.66719492868462,34.80731707317073
18.0,33.9270998415214,34.890243902439025
19.0,34.32012678288431,34.885365853658534
20.0,34.10453775637596,35.221393354127954
21.0,34.16139360248111,35.16697115373897
22.0,36.89444444444444,37.470699432892246
23.0,37.077777777777776,37.58790170132325
24.0,37.11111111111111,37.29678638941398
25.0,36.977777777777774,37.8563327032136
26.0,37.05366836671021,38.091336265764944
27.0,36.69603338505063,38.078376033380685
28.0,40.01904761904761,39.86246418338108
29.0,39.73333333333332,39.79942693409741
30.0,40.190476190476176,40.57879656160458
31.0,40.8190476190476,40.464183381088816
32.0,40.97965532886134,40.49083626351549
33.0,41.684575456954434,40.939241141914586
34.0,43.09774436090224,43.42105263157893
35.0,43.24812030075186,43.342105263157876
36.0,43.62406015037592,43.026315789473664
37.0,43.142857142857125,43.447368421052616
38.0,42.50627373442549,43.44720497538989
39.0,43.27816877059409,43.846180734577175
40.0,46.13698630136984,46.18633540372668
41.0,45.99999999999997,46.472049689440965
42.0,47.178082191780796,46.347826086956495
43.0,46.46575342465751,46.819875776397495
44.0,45.83652876161074,47.181189204129325
45.0,46.50776303235316,48.034257408489836
46.0,48.88888888888885,49.455999999999975
47.0,48.222222222222186,49.583999999999975
48.0,48.622222222222184,49.663999999999966
49.0,48.75555555555552,50.07999999999996
50.0,50.082209134534686,49.445956488105864
