day,baseline,rawlsian
1.0,7.08704352176088,7.08704352176088
2.0,6.555500000000001,6.486500000000001
3.0,6.290500000000001,6.305500000000001
4.0,6.133500000000001,5.995500000000001
5.0,5.913500000000001,5.850500000000001
6.0,5.816500000000001,5.744500000000001
7.0,5.422500000000001,5.7795000000000005
8.0,5.2475000000000005,5.823500000000001
9.0,5.207991242474001,5.83324250681199
10.0,5.509704641350212,6.342342342342342
11.0,5.674261603375529,6.067567567567569
12.0,5.798312236286922,5.9909909909909915
13.0,5.628691983122365,5.833333333333334
14.0,5.398312236286922,5.711711711711712
15.0,5.073804573804575,5.878986099754702
16.0,5.39936608557845,6.451219512195123
17.0,5.4643423137876415,6.490243902439025
18.0,5.738510301109353,6.331707317073172
19.0,5.7369255150554705,6.202439024390246
20.0,5.481540930979136,6.058608058608061
21.0,5.211350293542077,5.903269754768393
22.0,5.752777777777782,6.44990548204159
23.0,5.852777777777781,6.482041587901703
24.0,5.936111111111115,6.264650283553877
25.0,5.869444444444448,6.319470699432894
26.0,5.701117318435758,6.275862068965519
27.0,4.996598639455786,6.05921052631579
28.0,5.604761904761909,6.647564469914041
29.0,5.661904761904767,6.386819484240689
30.0,5.661904761904767,6.469914040114615
31.0,5.8333333333333375,6.381088825214901
32.0,5.507317073170736,6.104651162790699
33.0,5.219101123595509,6.2688524590163945
34.0,5.766917293233087,7.289473684210527
35.0,5.443609022556395,6.947368421052634
36.0,5.5263157894736885,6.8947368421052655
37.0,5.203007518796998,6.710526315789476
38.0,4.992307692307698,6.776785714285716
39.0,5.112149532710284,6.7192118226601
40.0,5.5753424657534305,7.316770186335405
41.0,5.561643835616444,7.099378881987579
42.0,6.123287671232882,7.142857142857144
43.0,5.534246575342471,7.335403726708076
44.0,5.242857142857148,7.320754716981133
45.0,5.36507936507937,7.198630136986301
46.0,6.0222222222222275,7.456
47.0,6.2222222222222285,7.56
48.0,6.288888888888895,7.520000000000001
49.0,6.8888888888888955,7.192000000000001
50.0,5.744186046511634,6.934426229508197
