day,baseline,rawlsian
1,0.04287335206397258,0.04452036513105195
2,0.06041531171606418,0.018408772748483404
3,0.07283301597814407,0.032808120275205965
4,0.08666291502532375,0.038980070339976525
5,0.0960286683747662,0.0348748362683744
6,0.10526145587426838,0.03274593669803272
7,0.11226820133369886,0.021535941414530635
8,0.11898687001892094,0.015095941071266106
9,0.12199855961118122,0.010920231720501272
10,0.12115384615384595,0.010517598343685375
11,0.12618049660441444,0.0124849025888778
12,0.13318526460902214,0.010887793156959535
13,0.1391161827771481,0.0034762041284404077
14,0.14340521863457623,0.001613198480618916
15,0.1469302093151852,0.00015738400528930718
16,0.1423657423657423,0.0036787247087677333
17,0.14513053348467642,0.002171076772536251
18,0.14786912047367595,0.0016201885310291875
19,0.1501322324711345,0.00048374245930848936
20,0.15298353422537114,0.0013467138806226853
21,0.15091868989298307,0.0007933794586716392
22,0.148779120468419,0.0015515368834797538
23,0.151238261363406,0.0011552951025535219
24,0.15456151494700077,0.0005617428683077907
25,0.1560308555399721,0.0013800542504083246
26,0.15549660260463782,0.0020815278937884596
27,0.14931545998025242,0.0012003112430694074
28,0.145412071802826,0.0023855453621757228
29,0.1455361123495318,0.0020727775218793987
30,0.14570834624993179,0.0030376756156214046
31,0.1477441390533072,0.002103497580290492
32,0.14671693503453187,0.003652108222035544
33,0.14226120582340873,0.0019383816509159768
34,0.13806264806528046,0.0037483893639449484
35,0.13804302639783828,0.004923497407340882
36,0.13742120637523714,0.004822242593964798
37,0.1355401927637887,0.006525918804999087
38,0.132787740622905,0.005124727296121012
39,0.12681613749979093,0.0059134678247865224
40,0.12507262495642513,0.004949499727984419
41,0.1238338407149171,0.004823263508632936
42,0.1214170171465545,0.004730613087456259
43,0.1201811704184177,0.003735313426753928
44,0.11867335826902159,0.006237326121026898
45,0.11387195483549628,0.0035903145004174686
46,0.11378370760124024,0.002471902705909468
47,0.11257140203408755,0.003632355655941666
48,0.10991438829052758,0.0039725087384470115
49,0.11031655659303152,0.005132034700816801
50,0.10937480959131696,0.004202528060918809
