day,baseline,rawlsian
1,7.882441220610305,7.990495247623812
2,7.761500000000001,9.0245
3,7.5415,9.9895
4,6.8685,9.5055
5,6.333500000000001,9.3425
6,5.978500000000001,9.6715
7,5.530500000000001,10.4535
8,4.983500000000001,11.178499999999998
9,4.819077242094349,11.43730407523511
10,6.641904761904763,12.431715575620766
11,6.563393708293614,12.298532731376973
12,6.444232602478552,12.673250564334083
13,6.027645376549096,12.912528216704288
14,5.4737845567206875,12.789503386004515
15,5.238603297769156,13.265377855887522
16,6.652892561983473,14.755427841634738
17,6.78512396694215,15.061941251596418
18,6.793388429752067,15.245849297573436
19,6.528925619834712,15.12324393358876
20,6.190871369294607,15.035301668806161
21,6.122881355932203,15.617218543046356
22,7.256849315068493,17.022948539638385
23,7.3561643835616435,17.23296244784422
24,7.22945205479452,17.088317107093182
25,6.9383561643835625,17.064673157162723
26,6.673575129533679,16.970567624386824
27,6.867145421903052,17.580945558739252
28,7.825000000000001,18.720740740740727
29,7.825000000000001,18.782962962962948
30,7.550000000000001,18.87185185185185
31,7.312500000000001,18.796296296296294
32,6.981132075471699,18.7714712471994
33,7.358078602620087,19.202599388379202
34,8.465822784810127,20.071710007880203
35,8.468354430379748,20.097714736012588
36,8.50126582278481,20.421591804570507
37,8.336708860759494,20.220646178092984
38,7.934010152284264,20.256145915939726
39,8.148437499999998,20.804938271604936
40,9.419939577039274,21.109704641350188
41,9.580060422960724,20.94514767932487
42,9.722054380664652,21.327426160337527
43,9.755287009063442,21.603375527426156
44,9.683890577507597,21.327979712595095
45,9.812499999999998,21.37554969217238
46,10.587837837837835,21.97368421052629
47,10.540540540540537,21.84482758620687
48,10.47297297297297,22.162431941923746
49,10.30405405405405,22.34936479128856
50,10.128813559322031,22.332725615314487
