agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms,total_berries
1,1,50,0,12,1,3.099999999999997,30.999999999999968,3,0.9,9,12
0,1,50,2,9,12,1.2999999999999992,24.99999999999999,4,1.9,15,11
1,2,27,0,4,0,0.4999999999999998,4.999999999999997,3,-0.1,3,4
0,2,27,0,3,4,0.0,0.0,2,-1.0,14,3
1,3,50,0,14,2,4.199999999999997,41.999999999999964,4,0.9,7,14
0,3,50,4,8,14,0.5999999999999986,29.999999999999982,4,1.9,17,12
0,4,50,3,8,10,0.6,24.0,2,1.4,14,11
1,4,50,0,10,0,1.7999999999999967,17.999999999999964,3,0.9,5,10
0,5,50,2,8,10,0.6000000000000001,18.0,0,1.8,10,10
1,5,50,0,10,1,1.7999999999999967,17.999999999999964,3,0.9,6,10
0,6,9,0,1,0,0.5000000000000002,5.000000000000002,1,0.0,3,1
1,6,9,0,0,0,0.0,0.0,3,-1.1,3,0
1,7,50,0,10,0,1.799999999999998,17.99999999999998,3,0.9,6,10
0,7,50,1,9,10,1.2000000000000002,18.0,1,1.8,17,10
1,8,14,0,3,0,1.1999999999999993,11.999999999999991,3,-0.1,2,3
0,8,15,4,1,3,0.0,23.0,1,-1.4,9,5
0,9,50,2,8,9,0.5999999999999985,17.999999999999982,0,1.4,16,10
1,9,50,0,9,1,1.1999999999999975,11.999999999999975,3,0.9,8,9
1,10,50,0,12,1,2.9999999999999973,29.99999999999997,3,0.9,9,12
0,10,50,1,9,12,1.1999999999999995,17.999999999999993,4,1.9,13,10
0,11,50,3,8,11,0.6,24.0,2,1.8,14,11
1,11,50,0,11,0,2.399999999999997,23.999999999999968,3,0.9,5,11
1,12,50,0,10,1,1.7999999999999967,17.999999999999964,3,0.9,6,10
0,12,50,0,8,10,0.6000000000000002,6.000000000000002,4,1.9,12,8
1,13,50,0,9,1,1.1999999999999982,11.99999999999998,3,0.9,4,9
0,13,50,1,8,9,0.6000000000000005,12.000000000000004,3,1.8,17,9
0,14,15,0,3,1,1.1,11.0,5,0.4,6,3
1,14,15,0,1,0,0.0,0.0,0,-1.0,5,1
0,15,20,0,2,2,2.498001805406602e-16,2.4980018054066026e-15,1,0.0,8,2
0,15,21,0,2,2,0.0,0.0,3,-1.0,8,2
0,16,50,1,9,9,1.1999999999999995,17.999999999999996,2,1.8,12,10
1,16,50,0,9,0,1.1999999999999966,11.999999999999966,0,1.0,4,9
0,17,50,4,8,11,0.6000000000000001,30.0,3,1.4,15,12
1,17,50,0,11,1,2.399999999999997,23.999999999999968,3,0.9,8,11
0,18,50,1,9,11,1.1999999999999995,17.999999999999993,5,1.8,12,10
1,18,50,0,11,0,2.399999999999997,23.999999999999968,3,0.9,3,11
1,19,50,0,13,1,3.599999999999997,35.99999999999997,3,0.9,7,13
0,19,50,9,7,13,0.0,53.99999999999999,0,0.4,19,16
1,20,20,0,4,0,1.1999999999999988,11.999999999999988,3,-0.1,2,4
0,20,21,1,2,4,0.0,5.000000000000001,1,-0.1999999999999999,6,3
1,21,49,0,10,0,1.8999999999999968,18.99999999999997,3,-0.1,9,10
0,21,50,6,7,10,0.0,35.99999999999999,1,-0.3999999999999999,14,13
0,22,50,5,11,14,2.4,54.0,4,1.9,22,16
1,22,50,0,14,5,4.1999999999999975,41.99999999999997,3,1.0,8,14
0,23,32,0,4,4,1.3877787807814454e-16,1.3877787807814457e-15,3,0.0,12,4
1,23,32,0,4,0,0.0,0.0,3,-1.1,5,4
1,24,50,0,10,1,1.7999999999999967,17.999999999999964,3,0.9,6,10
0,24,50,2,8,10,0.599999999999999,17.99999999999999,4,1.9,13,10
1,25,50,0,11,0,2.399999999999997,23.99999999999997,3,0.9,4,11
0,25,50,1,8,11,0.6000000000000002,12.000000000000002,4,1.9,13,9
0,26,50,3,8,12,0.6000000000000001,24.0,4,2.7,14,11
1,26,50,0,12,0,2.999999999999997,29.999999999999968,3,0.9,5,12
0,27,15,3,2,1,0.5000000000000003,23.0,0,0.4,8,5
1,27,15,0,1,0,0.0,0.0,4,-1.1,6,1
1,28,27,0,7,1,2.2999999999999985,22.999999999999982,5,-0.1,7,7
0,28,27,0,3,7,0.0,0.0,1,-1.1,9,3
1,29,44,0,9,0,1.7999999999999972,17.99999999999997,3,-0.1,6,9
0,29,44,7,6,9,0.0,41.99999999999999,1,-1.5,12,13
1,30,32,0,7,0,1.799999999999998,17.99999999999998,2,0.0,6,7
0,30,32,6,4,7,0.0,35.99999999999999,0,-1.5,10,10
0,31,50,2,8,11,0.5999999999999994,17.999999999999993,4,1.9,13,10
1,31,50,0,11,0,2.399999999999997,23.999999999999968,3,0.9,5,11
0,32,44,6,6,9,2.498001805406602e-16,36.0,0,-0.4,14,12
0,32,45,6,6,9,0.0,35.0,0,-1.4,14,12
0,33,50,2,8,11,0.6000000000000005,18.000000000000004,2,1.8,14,10
1,33,50,0,11,0,2.3999999999999977,23.99999999999997,3,0.9,4,11
1,34,27,0,4,0,0.4999999999999993,4.999999999999993,4,-0.1,4,4
0,34,27,0,3,4,0.0,0.0,1,-1.0,11,3
1,35,26,0,5,0,1.1999999999999988,11.999999999999988,4,-0.1,6,5
0,35,27,0,3,5,0.0,0.0,2,-1.1,10,3
1,36,39,0,9,0,2.299999999999998,22.99999999999998,3,-0.1,5,9
0,36,39,7,5,9,0.0,41.0,0,-1.5,13,12
1,37,50,0,12,3,2.999999999999997,29.999999999999968,3,0.9,11,12
0,37,50,0,10,12,1.7999999999999985,17.999999999999982,1,1.0,17,10
0,38,50,5,8,12,0.6,36.0,1,1.4,16,13
1,38,50,0,12,1,2.999999999999997,29.999999999999968,3,0.9,6,12
0,39,14,0,2,1,0.6000000000000003,6.000000000000003,3,0.0,7,2
1,39,15,0,1,0,0.0,0.0,3,-1.1,6,1
1,40,50,0,10,0,1.7999999999999976,17.999999999999975,0,0.9,6,10
0,40,50,1,8,10,0.6000000000000005,12.000000000000004,0,1.8,12,9
1,41,38,0,10,0,2.9999999999999982,29.999999999999982,3,-0.1,4,10
0,41,38,6,5,10,0.0,35.99999999999999,3,-1.5,16,11
1,42,45,0,8,0,1.099999999999998,10.99999999999998,3,-0.1,5,8
0,42,45,7,6,8,0.0,41.0,3,-1.5,16,13
1,43,44,0,10,0,2.399999999999998,23.99999999999998,3,-0.1,7,10
0,43,45,7,6,10,0.0,41.0,1,-1.4,18,13
1,44,50,0,10,0,1.799999999999999,17.99999999999999,3,0.9,5,10
0,44,50,1,8,10,0.6000000000000001,12.000000000000002,0,1.8,13,9
0,45,15,0,3,1,1.1,10.999999999999998,3,0.0,7,3
1,45,15,0,1,0,0.0,0.0,0,-1.1,4,1
1,46,50,0,11,3,2.399999999999997,23.999999999999968,3,0.9,5,11
