day,baseline,rawlsian
1,0.059835745013687935,0.05948703805846667
2,0.10467070748230012,0.03501133553173963
3,0.135235792019347,0.012231445312500089
4,0.17780748663101598,0.05536065113668265
5,0.206510658016682,0.07195546595803193
6,0.22091774810942022,0.063914690233565
7,0.24075376177752772,0.03533804507267635
8,0.2655485509973654,0.006946894848270935
9,0.28392563720570796,0.007550906821597314
10,0.24654344160749853,0.007973733583489517
11,0.25070606126439254,0.01963939340504317
12,0.2549303944315542,0.010591465806564226
13,0.2703900065364222,0.006406937613253838
14,0.29150326797385606,0.018730091314504094
15,0.307461834356179,0.018209791246040608
16,0.2782979895345634,0.0069139174597752096
17,0.27370452039691284,0.0026567705478008907
18,0.273428886438809,0.0023760890408104363
19,0.28397593656002185,0.011630304779972622
20,0.2958986661424987,0.021418803983058954
21,0.30529753325094644,0.01918204997682116
22,0.28430374592833885,0.0013444693420250342
23,0.2838816782372473,0.0015688483044371537
24,0.2885828743114671,0.009050587389115128
25,0.29650462032944946,0.01500118586449517
26,0.3062877236741197,0.02253548895899038
27,0.30862243978184667,0.0186107278142138
28,0.2907754010695185,0.0008295476989927941
29,0.291194129419613,0.0015921062976651523
30,0.2985995331777258,0.0027519712702006593
31,0.3040201005025125,0.008712487899322108
32,0.313974098684056,0.015063830790666088
33,0.31173716389159134,0.012744793690339318
34,0.2936312021723031,0.0038567922396668397
35,0.29336545589325413,0.007073830691921579
36,0.2918164910105392,0.0013853080386350136
37,0.29503298892070196,0.006974599392844505
38,0.30551774833600365,0.010586677674168765
39,0.30593771156693594,0.00749579319595739
40,0.28713817586018564,0.0075593527304227415
41,0.2834016393442622,0.01483638922553654
42,0.28239112794157406,0.006213121800633159
43,0.2810847457627117,0.0014605647517034193
44,0.2842104543663837,0.010020650375795803
45,0.2853112595090477,0.010140344642718624
46,0.27404470079307863,0.004542292425420813
47,0.2754749568221071,0.010373022007078347
48,0.27656047282687024,0.004020957719020446
49,0.28000577034045016,0.001639012545528118
50,0.2850823563259728,0.006611929922925919
