,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms
0,0,2,15,0,1,1,0,0,3,-1.2,7
0,2,3,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,1,3,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,3,3,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,0,3,1,0,0,0,0.7000000000000001,7.0,0,0,1
0,2,3,2,1,0,0,0.6000000000000001,12.000000000000002,0,1,1
0,1,3,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,2
0,3,3,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,2
0,0,3,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,2
0,2,3,3,0,1,0,1.1,11.0,1,1,2
0,0,3,3,1,0,0,0.5000000000000001,11.0,0,1,2
0,3,3,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,3
0,1,3,3,1,0,0,0.5000000000000001,11.0,0,1,3
0,3,3,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,4
0,0,3,4,1,0,0,0.40000000000000013,10.0,4,-0.2,3
0,2,3,4,0,1,0,1.0,10.0,0,0,3
0,1,3,4,1,0,0,0.40000000000000013,10.0,3,-0.2,4
0,2,3,5,0,1,0,0.9,9.0,0,0,4
0,0,3,5,0,1,0,0.9,9.0,1,1,4
0,3,3,5,0,0,0,0.30000000000000016,3.0000000000000013,0,0,5
0,1,3,5,0,1,0,0.9,9.0,1,1,5
0,3,3,6,0,0,0,0.20000000000000015,2.0000000000000013,0,0,6
0,0,3,6,0,1,0,0.8,8.0,0,0,4
0,2,3,6,0,1,0,0.8,8.0,0,0,4
0,1,3,6,0,1,0,0.8,8.0,0,0,5
0,2,3,7,1,1,0,0.7000000000000001,13.0,0,1,4
0,0,3,7,0,1,0,0.7000000000000001,7.0,0,0,4
0,1,3,7,0,1,0,0.7000000000000001,7.0,0,0,5
0,3,3,7,1,0,0,0.10000000000000014,7.000000000000002,0,1,7
0,1,3,8,0,1,0,0.6000000000000001,6.000000000000001,0,0,6
0,0,3,8,1,1,0,0.6000000000000001,12.000000000000002,0,1,5
0,2,3,8,0,1,1,0.6000000000000001,6.000000000000001,4,0.5,5
0,3,3,8,0,2,0,1.2000000000000002,12.000000000000002,1,1,8
0,3,3,9,0,2,0,1.1,11.0,0,0,9
