,episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
0,1,50,0.05,16.900000000000002,0,1.0,0.20918367346938777,13.0,5.11734693877551,0.09615384615384626,2.704081632653061,4.199999999999998,1.3704081632653056,1.0999999999999996,0.8631198325484033,0,0
0,2,50,0.05,17.450000000000003,0,1.0,0.205,13.0,5.315,0.10000000000000009,2.06,4.4,1.4389999999999998,1.0999999999999985,1.1160592964824132,0,0
0,3,50,0.05,17.8,0,1.0,0.23,13.0,5.12,0.10000000000000009,2.2,4.499999999999999,1.3219999999999996,0.9999999999999996,0.9046391959798995,0,0
0,4,50,0.05,18.55,0,1.0,0.275,14.0,4.685,0.11585365853658547,1.19,4.199999999999998,1.0609999999999997,0.8000000000000004,0.652943718592964,0,0
0,5,50,0.05,17.150000000000002,0,1.0,0.22842639593908629,12.0,4.553299492385787,0.11842105263157898,1.6802030456852792,3.699999999999999,1.0192893401015224,0.8,0.5169729617735415,1,0
0,6,50,0.05,18.200000000000003,0,2.0,0.25,15.0,5.49,0.13095238095238093,2.675,4.999999999999998,1.543999999999999,1.2999999999999998,0.9116221105527625,0,0
0,7,16,0.05,4.125,0,1.0,0.22807017543859648,4.0,1.263157894736842,0.20454545454545459,0.3333333333333333,1.7999999999999998,0.7964912280701756,0.7000000000000002,0.1557017543859648,4,0
0,8,50,0.05,17.400000000000002,0,1.0,0.24,13.0,4.57,0.10526315789473695,1.855,3.6999999999999993,0.9919999999999999,0.8000000000000003,0.46486030150753754,0,0
0,9,10,0.05,1.7,0,2.0,0.34285714285714286,2.0,0.37142857142857144,0.35,0.0,1.2,0.5371428571428573,0.6000000000000001,0.06240336134453782,4,0
0,10,50,0.05,17.950000000000003,0,1.0,0.21,14.0,5.36,0.09146341463414642,2.485,4.499999999999998,1.465999999999999,1.1999999999999988,0.9546170854271346,0,0
0,11,50,0.05,17.975000000000005,0,1.0,0.23,14.0,5.5,0.09523809523809534,3.545,4.999999999999998,1.5499999999999994,1.2999999999999987,1.1522613065326628,0,0
0,12,39,0.05,10.775000000000002,0,1.0,0.2119205298013245,11.0,3.6556291390728477,0.18103448275862077,1.6291390728476822,3.8999999999999986,1.0556291390728476,0.8000000000000005,0.57688476821192,4,0
0,13,50,0.05,17.750000000000004,0,1.0,0.235,13.0,5.3,0.10000000000000009,2.525,4.3999999999999995,1.4299999999999997,1.0,1.2384924623115572,0,0
0,14,50,0.05,17.525000000000002,0,1.0,0.23,12.0,4.925,0.08749999999999991,2.3,3.899999999999999,1.2049999999999996,0.9000000000000004,0.7061055276381901,0,0
0,15,50,0.05,18.000000000000004,0,1.0,0.225,15.0,5.665,0.14534883720930236,3.55,5.500000000000003,1.6489999999999998,1.0999999999999996,1.8150743718592963,0,0
0,16,50,0.05,17.675000000000004,0,1.0,0.205,13.0,5.3,0.09146341463414642,2.98,3.8999999999999986,1.429999999999999,1.1999999999999993,0.6722613065326629,0,0
0,17,28,0.05,6.9,0,1.0,0.25925925925925924,6.0,2.064814814814815,0.13888888888888884,0.3888888888888889,1.8999999999999995,0.639814814814815,0.6000000000000001,0.14858688127379702,4,0
0,18,50,0.05,18.650000000000002,0,1.0,0.235,16.0,5.0,0.15243902439024382,1.95,5.6,1.2499999999999998,0.8999999999999997,1.2758793969849243,0,0
0,19,50,0.05,19.400000000000002,0,1.0,0.24,12.0,4.575,0.054878048780487854,1.23,2.9999999999999987,0.9949999999999997,0.8000000000000005,0.3786683417085423,0,0
0,20,50,0.05,19.85,0,1.0,0.225,15.0,5.3,0.12209302325581395,1.725,5.0,1.4299999999999995,1.2000000000000002,0.9773869346733668,0,0
0,21,50,0.05,17.700000000000003,0,1.0,0.245,13.0,4.99,0.09615384615384626,1.515,3.999999999999998,1.2439999999999996,0.9,0.7952402010050241,0,0
0,22,34,0.05,10.100000000000001,0,1.0,0.22727272727272727,9.0,3.053030303030303,0.16666666666666674,0.8181818181818182,3.4999999999999996,0.9325757575757575,0.7000000000000001,0.557480337728429,4,0
0,23,16,0.05,3.75,0,1.0,0.25,4.0,1.4666666666666666,0.25,1.0833333333333333,1.9999999999999996,0.8816666666666667,0.7000000000000002,0.2696581920903953,4,0
0,24,50,0.05,18.900000000000002,0,1.0,0.225,14.0,5.05,0.11046511627906974,2.34,4.599999999999998,1.2799999999999998,1.0999999999999992,0.7515577889447228,0,0
0,25,50,0.05,17.400000000000002,0,2.0,0.305,12.0,4.65,0.08333333333333326,1.93,3.499999999999998,1.04,0.8500000000000003,0.457286432160803,0,0
0,26,50,0.05,16.525,0,1.0,0.24,13.0,4.775,0.09615384615384626,2.36,3.799999999999999,1.1149999999999998,0.9,0.568015075376884,0,0
0,27,16,0.05,4.2,0,1.0,0.22807017543859648,4.0,1.368421052631579,0.20454545454545459,0.38596491228070173,1.9,0.8596491228070176,0.7000000000000002,0.2313784461152881,4,0
0,28,28,0.05,7.625,0,1.0,0.21296296296296297,7.0,2.6481481481481484,0.15476190476190466,1.6481481481481481,2.8999999999999995,0.9898148148148146,0.8999999999999997,0.3411102457597782,4,0
0,29,50,0.05,17.225,0,1.0,0.225,14.0,5.285,0.11585365853658547,4.125,4.3999999999999995,1.4209999999999994,1.149999999999999,1.0049839195979893,0,0
0,30,50,0.05,17.950000000000003,0,1.0,0.245,13.0,4.855,0.10365853658536595,2.1,3.6999999999999984,1.1629999999999996,0.9,0.6191266331658282,0,0
