,agent_id,episode,day,berries,berries_consumed,berries_thrown,health,days_left_to_live,action,reward,num_norms
0,0,2,1,0,0,0,0.7000000000000001,7.0,3,-0.2,
0,0,2,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,3,2,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,1,2,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,2,2,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,2,2,3,0,0,0,0.5000000000000001,5.000000000000001,4,-0.2,
0,1,2,3,0,0,0,0.5000000000000001,5.000000000000001,4,-0.2,
0,3,2,3,0,0,0,0.5000000000000001,5.000000000000001,4,-0.2,
0,0,2,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,3,2,4,1,0,0,0.40000000000000013,10.0,0,1,
0,2,2,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,1,2,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,0,2,4,0,0,0,0.40000000000000013,4.000000000000001,4,-0.2,
0,3,2,5,1,0,0,0.30000000000000016,9.0,0,0,
0,0,2,5,0,0,0,0.30000000000000016,3.0000000000000013,4,-0.2,
0,1,2,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,2,2,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,1,2,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,0,2,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,2,2,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,3,2,6,1,0,0,0.20000000000000015,8.000000000000002,3,-0.2,
0,2,2,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,1,2,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,0,2,7,0,0,0,0.10000000000000014,1.0000000000000013,1,-0.2,
0,3,2,7,1,0,0,0.10000000000000014,7.000000000000002,3,-0.2,
0,1,2,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,0,0,
0,3,2,8,1,0,0,1.3877787807814457e-16,6.000000000000001,2,-0.2,
0,0,2,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,2,-0.2,
0,2,2,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,2,-0.2,
0,2,2,9,0,0,0,0,0,3,-1.2,
0,3,3,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,1,3,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,2,3,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,0,3,1,0,0,0,0.7000000000000001,7.0,4,-0.2,
0,2,3,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,0,3,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,1,3,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,3,3,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,2,3,3,1,0,0,0.5000000000000001,11.0,0,1,
0,3,3,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,
0,0,3,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,1,3,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,0,3,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,3,3,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,2,3,4,0,1,0,1.0,10.0,1,1,
0,1,3,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,0,3,5,0,0,0,0.30000000000000016,3.0000000000000013,4,-0.2,
0,3,3,5,0,0,0,0.30000000000000016,3.0000000000000013,4,-0.2,
0,2,3,5,0,1,0,0.9,9.0,1,-0.2,
0,1,3,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,2,3,6,0,1,0,0.8,8.0,3,-0.2,
0,0,3,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,3,3,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,1,3,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,3,3,7,0,0,0,0.10000000000000014,1.0000000000000013,4,-0.2,
0,2,3,7,0,1,0,0.7000000000000001,7.0,1,-0.2,
0,0,3,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,1,3,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,0,3,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,4,-0.2,
0,2,3,8,0,1,0,0.6000000000000001,6.000000000000001,0,0,
0,1,3,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,0,0,
0,3,3,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,0,3,9,0,0,0,0,0,0,-1,
0,0,4,1,0,0,0,0.7000000000000001,7.0,3,-0.2,
0,1,4,1,0,0,0,0.7000000000000001,7.0,0,0,
0,3,4,1,0,0,0,0.7000000000000001,7.0,0,0,
0,2,4,1,0,0,0,0.7000000000000001,7.0,3,-0.2,
0,2,4,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,1,4,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,0,4,2,0,0,0,0.6000000000000001,6.000000000000001,2,-0.2,
0,3,4,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,3,4,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,2,4,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,1,4,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,0,4,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,3,4,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,1,4,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,0,4,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,2,4,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,2,4,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,0,4,5,0,0,0,0.30000000000000016,3.0000000000000013,4,-0.2,
0,3,4,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,1,4,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,1,4,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,3,4,6,1,0,0,0.20000000000000015,8.000000000000002,0,1,
0,0,4,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,2,4,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,1,4,7,0,0,0,0.10000000000000014,1.0000000000000013,1,-0.2,
0,0,4,7,0,0,0,0.10000000000000014,1.0000000000000013,0,0,
0,3,4,7,0,1,0,0.7000000000000002,7.000000000000002,1,1,
0,2,4,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,2,4,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,3,4,8,0,1,0,0.6000000000000002,6.000000000000002,0,0,
0,0,4,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,1,4,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,0,0,
0,3,4,9,0,1,0,0.5000000000000002,5.000000000000002,0,0,
0,0,4,9,0,0,0,0,0,0,-1,
0,1,5,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,2,5,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,0,5,1,0,0,0,0.7000000000000001,7.0,3,-0.2,
0,3,5,1,0,0,0,0.7000000000000001,7.0,0,0,
0,0,5,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,3,5,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,2,5,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,1,5,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,3,5,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,2,5,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,1,5,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,0,5,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,3,5,4,0,0,0,0.40000000000000013,4.000000000000001,4,-0.2,
0,2,5,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,1,5,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,0,5,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,3,5,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,0,5,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,1,5,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,2,5,5,0,0,0,0.30000000000000016,3.0000000000000013,0,0,
0,1,5,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,0,5,6,0,0,0,0.20000000000000015,2.0000000000000013,0,0,
0,2,5,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,3,5,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,3,5,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,2,5,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,0,5,7,0,0,0,0.10000000000000014,1.0000000000000013,4,-0.2,
0,1,5,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,3,5,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,0,5,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,2,-0.2,
0,1,5,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,2,5,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,4,-0.2,
0,0,5,9,0,0,0,0,0,2,-1.2,
0,0,6,1,0,0,0,0.7000000000000001,7.0,4,-0.2,
0,2,6,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,3,6,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,1,6,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,2,6,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,1,6,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,0,6,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,3,6,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,3,6,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,1,6,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,2,6,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,0,6,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,1,6,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,0,6,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,3,6,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,2,6,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,3,6,5,1,0,0,0.30000000000000016,9.0,0,1,
0,0,6,5,1,0,0,0.30000000000000016,9.0,0,1,
0,2,6,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,1,6,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,3,6,6,1,0,0,0.20000000000000015,8.000000000000002,2,-0.2,
0,1,6,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,2,6,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,0,6,6,1,0,0,0.20000000000000015,8.000000000000002,0,0,
0,2,6,7,0,0,0,0.10000000000000014,1.0000000000000013,0,0,
0,1,6,7,0,0,0,0.10000000000000014,1.0000000000000013,4,-0.2,
0,0,6,7,1,0,0,0.10000000000000014,7.000000000000002,0,0,
0,3,6,7,1,0,0,0.10000000000000014,7.000000000000002,0,0,
0,2,6,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,2,-0.2,
0,1,6,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,0,0,
0,3,6,8,1,0,0,1.3877787807814457e-16,6.000000000000001,2,-0.2,
0,0,6,8,2,0,0,1.3877787807814457e-16,12.000000000000002,0,1,
0,1,6,9,0,0,0,0,0,4,-1.2,
0,2,7,1,0,0,0,0.7000000000000001,7.0,3,-0.2,
0,0,7,1,0,0,0,0.7000000000000001,7.0,0,0,
0,1,7,1,0,0,0,0.7000000000000001,7.0,0,0,
0,3,7,1,0,0,0,0.7000000000000001,7.0,0,0,
0,1,7,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,2,7,2,1,0,0,0.6000000000000001,12.000000000000002,0,1,
0,3,7,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,0,7,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,0,7,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,
0,3,7,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,1,7,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,2,7,3,1,0,0,0.5000000000000001,11.0,0,0,
0,3,7,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,2,7,4,2,0,0,0.40000000000000013,16.0,0,1,
0,0,7,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,1,7,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,0,7,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,1,7,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,3,7,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,2,7,5,1,1,0,0.9,15.0,1,1,
0,3,7,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,0,7,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,2,7,6,0,1,1,0.8,8.0,3,0.5,
0,1,7,6,0,1,0,0.8000000000000002,8.000000000000002,2,-0.2,
0,3,7,7,0,0,0,0.10000000000000014,1.0000000000000013,1,-0.2,
0,1,7,7,0,1,0,0.7000000000000002,7.000000000000002,3,-0.2,
0,0,7,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,2,7,7,0,1,1,0.7000000000000001,7.0,4,-0.2,
0,3,7,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,2,7,8,0,1,1,0.6000000000000001,6.000000000000001,2,-0.2,
0,0,7,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,1,7,8,0,1,0,0.6000000000000002,6.000000000000002,3,-0.2,
0,2,7,9,0,1,1,0.5000000000000001,5.000000000000001,2,-0.2,
0,3,7,9,0,0,0,0,0,4,-1.2,
0,3,8,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,2,8,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,0,8,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,1,8,1,0,0,0,0.7000000000000001,7.0,0,0,
0,0,8,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,1,8,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,3,8,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,2,8,2,0,0,0,0.6000000000000001,6.000000000000001,2,-0.2,
0,0,8,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,2,8,3,1,0,0,0.5000000000000001,11.0,0,1,
0,3,8,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,1,8,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,0,8,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,2,8,4,1,0,0,0.40000000000000013,10.0,4,-0.2,
0,3,8,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,1,8,4,1,0,0,0.40000000000000013,10.0,0,1,
0,3,8,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,2,8,5,1,0,0,0.30000000000000016,9.0,2,-0.2,
0,1,8,5,1,0,0,0.30000000000000016,9.0,4,-0.2,
0,0,8,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,0,8,6,0,0,0,0.20000000000000015,2.0000000000000013,0,0,
0,1,8,6,1,0,0,0.20000000000000015,8.000000000000002,4,-0.2,
0,3,8,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,2,8,6,1,0,0,0.20000000000000015,8.000000000000002,3,-0.2,
0,1,8,7,0,1,0,0.7000000000000002,7.000000000000002,1,1,
0,0,8,7,0,0,0,0.10000000000000014,1.0000000000000013,2,-0.2,
0,3,8,7,0,0,0,0.10000000000000014,1.0000000000000013,1,-0.2,
0,2,8,7,0,1,0,0.7000000000000002,7.000000000000002,1,1,
0,1,8,8,0,1,0,0.6000000000000002,6.000000000000002,2,-0.2,
0,0,8,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,3,8,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,2,8,8,0,1,0,0.6000000000000002,6.000000000000002,3,-0.2,
0,2,8,9,0,1,0,0.5000000000000002,5.000000000000002,0,0,
0,3,8,9,0,0,0,0,0,2,-1.2,
0,0,9,1,0,0,0,0.7000000000000001,7.0,0,0,
0,1,9,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,3,9,1,0,0,0,0.7000000000000001,7.0,4,-0.2,
0,2,9,1,0,0,0,0.7000000000000001,7.0,0,0,
0,2,9,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,1,9,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,3,9,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,0,9,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,1,9,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,2,9,3,0,0,0,0.5000000000000001,5.000000000000001,4,-0.2,
0,0,9,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,3,9,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,0,9,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,2,9,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,3,9,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,1,9,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,2,9,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,0,9,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,1,9,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,3,9,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,0,9,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,1,9,6,1,0,0,0.20000000000000015,8.000000000000002,0,1,
0,2,9,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,3,9,6,0,0,0,0.20000000000000015,2.0000000000000013,2,-0.2,
0,1,9,7,1,0,0,0.10000000000000014,7.000000000000002,4,-0.2,
0,2,9,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,3,9,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,0,9,7,0,0,0,0.10000000000000014,1.0000000000000013,4,-0.2,
0,1,9,8,1,0,0,1.3877787807814457e-16,6.000000000000001,0,0,
0,2,9,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,0,9,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,3,9,8,1,0,0,1.3877787807814457e-16,6.000000000000001,0,1,
0,1,9,9,0,1,0,0.5000000000000001,5.000000000000001,1,1,
0,3,9,9,2,0,0,0,11.0,0,0,
0,1,10,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,2,10,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,3,10,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,0,10,1,0,0,0,0.7000000000000001,7.0,2,-0.2,
0,3,10,2,0,0,0,0.6000000000000001,6.000000000000001,3,-0.2,
0,1,10,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,2,10,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,0,10,2,0,0,0,0.6000000000000001,6.000000000000001,4,-0.2,
0,0,10,3,0,0,0,0.5000000000000001,5.000000000000001,2,-0.2,
0,2,10,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,3,10,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,1,10,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,0,10,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,1,10,4,0,0,0,0.40000000000000013,4.000000000000001,3,-0.2,
0,3,10,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,2,10,4,0,0,0,0.40000000000000013,4.000000000000001,2,-0.2,
0,0,10,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,1,10,5,0,0,0,0.30000000000000016,3.0000000000000013,0,0,
0,2,10,5,1,0,0,0.30000000000000016,9.0,0,1,
0,3,10,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,0,10,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,1,10,6,0,0,0,0.20000000000000015,2.0000000000000013,1,-0.2,
0,2,10,6,1,0,0,0.20000000000000015,8.000000000000002,0,0,
0,3,10,6,0,0,0,0.20000000000000015,2.0000000000000013,4,-0.2,
0,0,10,7,0,0,0,0.10000000000000014,1.0000000000000013,3,-0.2,
0,2,10,7,1,0,0,0.10000000000000014,7.000000000000002,0,0,
0,3,10,7,0,0,0,0.10000000000000014,1.0000000000000013,1,-0.2,
0,1,10,7,1,0,0,0.10000000000000014,7.000000000000002,0,1,
0,3,10,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,1,10,8,1,0,0,1.3877787807814457e-16,6.000000000000001,3,-0.2,
0,2,10,8,2,0,0,1.3877787807814457e-16,12.000000000000002,0,1,
0,0,10,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,1,-0.2,
0,3,10,9,0,0,0,0,0,4,-1.2,
0,2,11,1,0,0,0,0.7000000000000001,7.0,4,-0.2,
0,0,11,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,3,11,1,0,0,0,0.7000000000000001,7.0,0,0,
0,1,11,1,0,0,0,0.7000000000000001,7.0,1,-0.2,
0,1,11,2,0,0,0,0.6000000000000001,6.000000000000001,0,0,
0,2,11,2,0,0,0,0.6000000000000001,6.000000000000001,2,-0.2,
0,3,11,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,0,11,2,0,0,0,0.6000000000000001,6.000000000000001,1,-0.2,
0,2,11,3,0,0,0,0.5000000000000001,5.000000000000001,0,0,
0,0,11,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,3,11,3,0,0,0,0.5000000000000001,5.000000000000001,3,-0.2,
0,1,11,3,0,0,0,0.5000000000000001,5.000000000000001,1,-0.2,
0,2,11,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,3,11,4,0,0,0,0.40000000000000013,4.000000000000001,1,-0.2,
0,1,11,4,0,0,0,0.40000000000000013,4.000000000000001,4,-0.2,
0,0,11,4,0,0,0,0.40000000000000013,4.000000000000001,0,0,
0,3,11,5,0,0,0,0.30000000000000016,3.0000000000000013,2,-0.2,
0,0,11,5,0,0,0,0.30000000000000016,3.0000000000000013,1,-0.2,
0,2,11,5,1,0,0,0.30000000000000016,9.0,0,1,
0,1,11,5,0,0,0,0.30000000000000016,3.0000000000000013,3,-0.2,
0,2,11,6,0,1,0,0.8000000000000002,8.000000000000002,1,1,
0,0,11,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,3,11,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,1,11,6,0,0,0,0.20000000000000015,2.0000000000000013,3,-0.2,
0,0,11,7,0,0,0,0.10000000000000014,1.0000000000000013,0,0,
0,3,11,7,0,0,0,0.10000000000000014,1.0000000000000013,4,-0.2,
0,2,11,7,0,1,0,0.7000000000000002,7.000000000000002,3,-0.2,
0,1,11,7,0,0,0,0.10000000000000014,1.0000000000000013,0,0,
0,1,11,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,3,-0.2,
0,0,11,8,0,0,0,1.3877787807814457e-16,1.3877787807814457e-15,0,0,
0,2,11,8,0,1,0,0.6000000000000002,6.000000000000002,0,0,
